"DiM","현재 디지몬","현재 세대","속성","진화 대상","목표 세대","진화 시간","필요 바이탈","필요 PP","배틀 횟수","필요 승률(%)","던전 ★★★","조그레스","필요 아이템/캡슐","비고"
"루도몬🚧","카고드라몬","완전체","VIRUS","브리가드라몬","궁극체","48시간","","","","","","","",""
"루도몬🚧","디지타몬","완전체","DATA","데블타몬","궁극체","48시간","","","","","","","",""
"루도몬🚧","만티코어몬","완전체","VIRUS","데블타몬","궁극체","48시간","","","","","","","",""
"루도몬🚧","만티코어몬","완전체","VIRUS","다크드라몬","궁극체","48시간","","","","","-","-","-",""
"루도몬🚧","탱크드라몬","완전체","VIRUS","브리가드라몬","궁극체","48시간","","","","","","","",""
"루도몬🚧","탱크드라몬","완전체","VIRUS","다크드라몬","궁극체","48시간","","","","","-","-","-",""
"루도몬🚧","하이코만드라몬","성숙기","VIRUS","탱크드라몬","완전체","36시간","3000","12","120","70%","","","",""
"루도몬🚧","하이코만드라몬","성숙기","VIRUS","카고드라몬","완전체","36시간","","","","","","","",""
"도루몬🚧","도도몬 알","디지타마","VACCINE","도도몬","유년기 I","1시간","","","","","-","-","-",""
"도루몬🚧","도도몬","유년기 I","VACCINE","도리몬","유년기 II","1시간","","","","","-","-","-",""
"도루몬🚧","도리몬","유년기 II","VACCINE","도루몬","성장기","1시간","","","","","-","-","-",""
"도루몬🚧","도루몬","성장기","DATA","도루가몬","성숙기","24시간","1300","10","48","","","","",""
"도루몬🚧","도루몬","성장기","DATA","라프타드라몬","성숙기","24시간","","","","","","","",""
"도루몬🚧","도루몬","성장기","DATA","상굴몬","성숙기","24시간","","","","","","","",""
"도루몬🚧","도루몬","성장기","DATA","데크스도루가몬","성숙기","24시간","","","","","","","",""
"도루몬🚧","도루가몬","성숙기","DATA","도루그레몬","완전체","36시간","2500","10","180","50%","","","",""
"도루몬🚧","도루가몬","성숙기","DATA","그레이드몬","완전체","36시간","","","","","","","",""
"도루몬🚧","도루가몬","성숙기","DATA","나이트몬","완전체","36시간","","","","","","","",""
"도루몬🚧","라프타드라몬","성숙기","VACCINE","도루그레몬","완전체","36시간","2500","10","180","50%","","","",""
"도루몬🚧","라프타드라몬","성숙기","VACCINE","그레이드몬","완전체","36시간","","","","","","","",""
"도루몬🚧","라프타드라몬","성숙기","VACCINE","아스타몬","완전체","36시간","2000","8","80","50%","","","",""
"도루몬🚧","상굴몬","성숙기","VIRUS","나이트몬","완전체","36시간","","","","","","","",""
"도루몬🚧","상굴몬","성숙기","VIRUS","메피스몬","완전체","36시간","","","","","","","",""
"도루몬🚧","상굴몬","성숙기","VIRUS","데크스도루그레몬","완전체","36시간","","","","","","","",""
"도루몬🚧","데크스도루가몬","성숙기","VIRUS","아스타몬","완전체","36시간","2000","8","80","50%","","","",""
"도루몬🚧","데크스도루가몬","성숙기","VIRUS","메피스몬","완전체","36시간","","","","","","","",""
"도루몬🚧","데크스도루가몬","성숙기","VIRUS","데크스도루그레몬","완전체","36시간","","","","","","","",""
"도루몬🚧","도루그레몬","완전체","DATA","알파몬","궁극체","48시간","7000","20","200","70%","던전 ★★★","","",""
"도루몬🚧","도루그레몬","완전체","DATA","도루고라몬","궁극체","48시간","5000","20","160","70%","","","",""
"도루몬🚧","그레이드몬","완전체","VACCINE","알파몬","궁극체","48시간","7000","20","200","70%","던전 ★★★","","",""
"도루몬🚧","그레이드몬","완전체","VACCINE","도루고라몬","궁극체","48시간","5000","20","160","70%","","","",""
"도루몬🚧","나이트몬","완전체","DATA","알파몬","궁극체","48시간","7000","20","200","70%","던전 ★★★","","",""
"도루몬🚧","나이트몬","완전체","DATA","도루고라몬","궁극체","48시간","5000","20","160","70%","","","",""
"도루몬🚧","나이트몬","완전체","DATA","그란드라큐몬","궁극체","48시간","","","","","","","",""
"도루몬🚧","아스타몬","완전체","VIRUS","그란드라큐몬","궁극체","48시간","","","","","","","",""
"도루몬🚧","아스타몬","완전체","VIRUS","데크스도루고라몬","궁극체","48시간","","","","","","","",""
"도루몬🚧","메피스몬","완전체","VIRUS","그란드라큐몬","궁극체","48시간","","","","","","","",""
"도루몬🚧","메피스몬","완전체","VIRUS","데크스도루고라몬","궁극체","48시간","","","","","","","",""
"도루몬🚧","데크스도루그레몬","완전체","VIRUS","데크스도루고라몬","궁극체","48시간","","","","","","","",""
"도루몬🚧","알파몬","궁극체","VACCINE","알파몬: 왕룡검","초궁극체","-","8000","30","320","70%","","오류우몬","",""
"에인션트 워리어즈(브이몬)","브이몬","성장기","FREE","골드브이드라몬","완전체","36시간","2000","6","80","50%","-","-","-",""
"솔라 세이버즈(아구몬s)🚧","깜몬 알","디지타마","FREE","깜몬","유년기 I","1시간","","","","","-","-","-",""
"솔라 세이버즈(아구몬s)🚧","깜몬","유년기 I","-","코로몬","유년기 II","1시간","","","","","-","-","-",""
"솔라 세이버즈(아구몬s)🚧","코로몬","유년기 II","-","아구몬(2006)","성장기","1시간","","","","","-","-","-",""
"솔라 세이버즈(아구몬s)🚧","아구몬(2006)","성장기","VACCINE","지오그레이몬","성숙기","24시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","아구몬(2006)","성장기","VACCINE","그레이몬O","성숙기","24시간","900","3","30","","-","-","-",""
"솔라 세이버즈(아구몬s)🚧","아구몬(2006)","성장기","VACCINE","티라노몬","성숙기","24시간","","","","","-","-","-",""
"솔라 세이버즈(아구몬s)🚧","아구몬(2006)","성장기","VACCINE","사이크로몬","성숙기","24시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","지오그레이몬","성숙기","VACCINE","라이즈그레이몬","완전체","36시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","지오그레이몬","성숙기","VACCINE","스컬그레이몬","완전체","36시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","그레이몬O","성숙기","VIRUS","라이즈그레이몬","완전체","36시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","그레이몬O","성숙기","VIRUS","마스터티라노몬","완전체","36시간","","","","50%","-","-","-",""
"솔라 세이버즈(아구몬s)🚧","지오그레이몬","성숙기","VACCINE","브라키몬","완전체","36시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","그레이몬O","성숙기","VIRUS","트리케라몬","완전체","36시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","티라노몬","성숙기","DATA","마스터티라노몬","완전체","36시간","","","","50%","-","-","-",""
"솔라 세이버즈(아구몬s)🚧","티라노몬","성숙기","DATA","엑스티라노몬","완전체","36시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","티라노몬","성숙기","DATA","브라키몬","완전체","36시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","라이즈그레이몬","완전체","VACCINE","샤인그레이몬","궁극체","48시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","라이즈그레이몬","완전체","VACCINE","건드라몬","궁극체","48시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","샤인그레이몬","궁극체","VACCINE","샤인그레이몬: 버스트 모드","초궁극체","3시간","7000","30","240","","던전 ★★★","","주황색 디지바이스 버스트","우호도 90 이상"
"솔라 세이버즈(아구몬s)🚧","샤인그레이몬","궁극체","VACCINE","샤인그레이몬: 루인모드","초궁극체","3시간","6000","25","240","","던전 ★★★","","주황색 디지바이스 버스트","우호도 50 이하"
"솔라 세이버즈(아구몬s)🚧","스컬그레이몬","완전체","VIRUS","샤인그레이몬","궁극체","48시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","스컬그레이몬","완전체","VIRUS","건드라몬","궁극체","48시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","마스터티라노몬","완전체","VACCINE","건드라몬","궁극체","48시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","마스터티라노몬","완전체","VACCINE","다이노렉스몬","궁극체","48시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","엑스티라노몬","완전체","VACCINE","매그너키드몬","궁극체","48시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","엑스티라노몬","완전체","VACCINE","샤인그레이몬","궁극체","48시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","브라키몬","완전체","DATA","매그너키드몬","궁극체","48시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","브라키몬","완전체","DATA","다이노렉스몬","궁극체","48시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","트리케라몬","완전체","DATA","매그너키드몬","궁극체","48시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","트리케라몬","완전체","DATA","다이노렉스몬","궁극체","48시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","사이크로몬","성숙기","VIRUS","스컬그레이몬","완전체","36시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","사이크로몬","성숙기","VIRUS","엑스티라노몬","완전체","36시간","","","","","","","",""
"솔라 세이버즈(아구몬s)🚧","사이크로몬","성숙기","VIRUS","트리케라몬","완전체","36시간","","","","","","","",""
"파피몬 EX","오메가몬 alter-S","초궁극체","VIRUS","오메가몬 Alter-B","초궁극체II","-","8000","30","320","70%","-","","블랙디지트론",""
"아구몬 EX","블리츠그레이몬","궁극체","VIRUS","오메가몬 alter-S","초궁극체","-","8000","30","320","70%","-","크레스가루몬,블리츠그레이몬","",""
"아구몬 EX","오메가몬 alter-S","초궁극체","VIRUS","오메가몬 alter-B","초궁극체II","-","8000","30","320","70%","-","","블랙디지트론",""
"파피몬 EX","메탈가루몬","궁극체","DATA","오메가몬","초궁극체","-","8000","30","320","70%","-","워그레이몬,메탈가루몬","",""
"파피몬 EX","오메가몬","초궁극체","VACCINE","오메가몬(X항체)","초궁극체II","-","8000","30","320","70%","-","","X항체",""
